Time,Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023),Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023) North Cyclist,Charleville Mall (Unable to Reinstall Repaired Counter due to Roadworks 23.08.2023) South Cyclist,Clontarf - James Larkin Rd,Clontarf - James Larkin Rd Cyclist West,Clontarf - James Larkin Rd Cyclist East,Clontarf - Pebble Beach Carpark,Clontarf - Pebble Beach Carpark Cyclist West,Clontarf - Pebble Beach Carpark Cyclist East,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist West,Drumcondra Cyclists Inbound (Not On Site - Roadworks) Cyclist East,Drumcondra Cyclists Outbound (Not On Site - Roadworks),Drumcondra Cyclists Outbound (Not On Site - Roadworks) Cyclist East,Drumcondra Cyclists Outbound (Not On Site - Roadworks) Cyclist West,Griffith Avenue (Clare Rd Side),Griffith Avenue (Clare Rd Side) Cyclist South,Griffith Avenue (Clare Rd Side) Cyclist North,Griffith Avenue (Lane Side),Griffith Avenue (Lane Side) Cyclist South,Griffith Avenue (Lane Side) Cyclist North,Grove Road Totem,Grove Road Totem OUT,Grove Road Totem IN,North Strand Rd N/B Cyclist,North Strand Rd S/B,North Strand Rd S/B Cyclist IN,North Strand Rd S/B Cyclist OUT,Richmond Street Inbound,Richmond Street Inbound Cyclist South,Richmond Street Inbound Cyclist North,Richmond Street Outbound,Richmond Street Outbound Cyclist North,Richmond Street Outbound Cyclist South
08/05/2025 07:00,,,,83,63,20,117,90,27,,,,0,0,0,19,19,0,33,33,0,332,71,261,49,262,262,0,,,,28,1,27
08/05/2025 08:00,,,,89,79,10,159,129,30,,,,0,0,0,53,53,0,88,88,0,760,88,672,55,509,509,0,,,,62,0,62
08/05/2025 09:00,,,,49,28,21,92,55,37,,,,0,0,0,27,27,0,20,20,0,307,48,259,37,233,233,0,,,,38,0,38
08/05/2025 10:00,,,,47,22,25,75,29,46,,,,0,0,0,10,10,0,11,11,0,85,20,65,23,83,83,0,,,,25,0,25
08/05/2025 11:00,,,,68,36,32,92,44,48,,,,0,0,0,15,15,0,15,15,0,87,26,61,33,63,63,0,,,,20,0,20
08/05/2025 12:00,,,,47,26,21,85,36,49,,,,0,0,0,18,18,0,17,17,0,110,53,57,72,67,67,0,,,,49,0,49
08/05/2025 13:00,,,,49,27,22,91,45,46,,,,0,0,0,24,24,0,21,21,0,130,59,71,99,75,75,0,,,,66,0,66
08/05/2025 14:00,,,,50,22,28,83,41,42,,,,0,0,0,23,23,0,21,21,0,117,67,50,85,65,65,0,,,,78,0,78
08/05/2025 15:00,,,,61,27,34,90,33,57,,,,0,0,0,60,60,0,22,22,0,154,97,57,101,51,51,0,,,,51,2,49
08/05/2025 16:00,,,,84,27,57,122,45,77,,,,0,0,0,45,45,0,31,31,0,274,181,93,194,96,96,0,,,,109,0,109
08/05/2025 17:00,,,,90,27,63,160,44,116,,,,0,0,0,38,38,0,34,34,0,462,332,130,407,95,95,0,,,,240,0,240
08/05/2025 18:00,,,,154,51,103,197,67,130,,,,0,0,0,59,59,0,33,33,0,353,229,124,265,83,83,0,,,,180,2,178
08/05/2025 19:00,,,,98,43,55,143,61,82,,,,0,0,0,28,28,0,23,23,0,222,142,80,148,63,63,0,,,,116,0,116
08/05/2025 20:00,,,,81,47,34,111,60,51,,,,0,0,0,19,19,0,10,10,0,184,114,70,105,52,52,0,,,,114,1,113
08/05/2025 21:00,,,,26,11,15,46,18,28,,,,0,0,0,18,18,0,8,8,0,114,72,42,82,54,54,0,,,,70,0,70
08/05/2025 22:00,,,,10,4,6,18,2,16,,,,0,0,0,6,6,0,5,5,0,70,48,22,66,22,22,0,,,,53,0,53
08/05/2025 23:00,,,,5,3,2,12,6,6,,,,0,0,0,2,2,0,2,2,0,41,27,14,59,14,14,0,,,,45,0,45
09/05/2025 00:00,,,,3,1,2,5,2,3,,,,0,0,0,2,2,0,2,2,0,19,15,4,16,12,12,0,,,,31,0,31
09/05/2025 01:00,,,,4,3,1,4,1,3,,,,0,0,0,1,1,0,1,1,0,10,8,2,11,6,6,0,,,,0,0,0
09/05/2025 02:00,,,,3,2,1,5,2,3,,,,0,0,0,2,2,0,1,1,0,6,6,0,16,3,3,0,,,,11,0,11
09/05/2025 03:00,,,,2,2,0,3,1,2,,,,0,0,0,1,1,0,0,0,0,1,0,1,7,1,1,0,,,,5,0,5
09/05/2025 04:00,,,,1,0,1,3,1,2,,,,0,0,0,2,2,0,1,1,0,12,5,7,3,6,6,0,,,,3,0,3
09/05/2025 05:00,,,,6,5,1,11,7,4,,,,0,0,0,3,3,0,4,4,0,31,6,25,6,30,30,0,,,,4,0,4
09/05/2025 06:00,,,,36,27,9,40,27,13,,,,0,0,0,8,8,0,8,8,0,123,23,100,26,112,112,0,,,,13,0,13
09/05/2025 07:00,,,,76,56,20,97,67,30,,,,0,0,0,25,25,0,28,28,0,242,57,185,46,192,192,0,,,,30,0,30
09/05/2025 08:00,,,,86,63,23,131,103,28,,,,0,0,0,60,60,0,84,84,0,465,73,392,52,361,361,0,,,,48,1,47
09/05/2025 09:00,,,,67,40,27,94,55,39,,,,0,0,0,22,22,0,17,17,0,213,42,171,32,165,165,0,,,,25,0,25
09/05/2025 10:00,,,,69,33,36,104,44,60,,,,0,0,0,13,13,0,13,13,0,112,31,81,43,77,77,0,,,,30,0,30
09/05/2025 11:00,,,,85,39,46,120,54,66,,,,0,0,0,12,12,0,15,15,0,93,33,60,38,62,62,0,,,,37,0,37
09/05/2025 12:00,,,,91,52,39,113,56,57,,,,0,0,0,24,24,0,24,24,0,103,44,59,84,71,71,0,,,,43,0,43
09/05/2025 13:00,,,,73,36,37,101,52,49,,,,0,0,0,48,48,0,23,23,0,160,77,83,80,70,70,0,,,,81,1,80
09/05/2025 14:00,,,,70,33,37,88,45,43,,,,0,0,0,32,32,0,16,16,0,163,75,88,100,62,62,0,,,,66,0,66
09/05/2025 15:00,,,,65,28,37,83,33,50,,,,0,0,0,33,33,0,26,26,0,157,95,62,109,54,54,0,,,,67,1,66
09/05/2025 16:00,,,,66,36,30,122,38,84,,,,0,0,0,32,32,0,30,30,0,231,149,82,152,75,75,0,,,,124,0,124
09/05/2025 17:00,,,,118,49,69,180,68,112,,,,0,0,0,45,45,0,35,35,0,335,212,123,234,118,118,0,,,,166,1,165
09/05/2025 18:00,,,,91,30,61,134,53,81,,,,0,0,0,40,40,0,24,24,0,267,175,92,155,90,90,0,,,,110,2,108
09/05/2025 19:00,,,,54,27,27,92,38,54,,,,0,0,0,30,30,0,11,11,0,167,101,66,143,81,81,0,,,,75,0,75
09/05/2025 20:00,,,,41,25,16,72,40,32,,,,0,0,0,28,28,0,7,7,0,152,93,59,93,56,56,0,,,,75,0,75
09/05/2025 21:00,,,,22,13,9,47,23,24,,,,0,0,0,23,23,0,1,1,0,114,69,45,81,55,55,0,,,,54,0,54
09/05/2025 22:00,,,,10,3,7,27,9,18,,,,0,0,0,13,13,0,0,0,0,87,54,33,48,55,55,0,,,,25,0,25
09/05/2025 23:00,,,,8,3,5,11,4,7,,,,0,0,0,6,6,0,2,2,0,62,41,21,54,21,21,0,,,,36,0,36
10/05/2025 00:00,,,,8,2,6,13,2,11,,,,0,0,0,3,3,0,1,1,0,24,19,5,19,14,14,0,,,,38,1,37
10/05/2025 01:00,,,,3,3,0,1,1,0,,,,0,0,0,3,3,0,0,0,0,21,18,3,18,7,7,0,,,,9,1,8
10/05/2025 02:00,,,,2,1,1,2,1,1,,,,0,0,0,1,1,0,0,0,0,12,10,2,12,4,4,0,,,,6,0,6
10/05/2025 03:00,,,,2,2,0,4,3,1,,,,0,0,0,1,1,0,1,1,0,12,6,6,12,4,4,0,,,,14,0,14
10/05/2025 04:00,,,,6,2,4,22,11,11,,,,0,0,0,0,0,0,0,0,0,13,6,7,5,8,8,0,,,,8,0,8
10/05/2025 05:00,,,,7,4,3,14,3,11,,,,0,0,0,2,2,0,1,1,0,13,4,9,2,10,10,0,,,,5,0,5
10/05/2025 06:00,,,,20,9,11,25,10,15,,,,0,0,0,3,3,0,1,1,0,27,11,16,14,22,22,0,,,,5,0,5
10/05/2025 07:00,,,,48,20,28,65,31,34,,,,0,0,0,3,3,0,2,2,0,54,19,35,17,38,38,0,,,,14,0,14
10/05/2025 08:00,,,,102,45,57,123,58,65,,,,0,0,0,9,9,0,4,4,0,65,24,41,22,53,53,0,,,,18,0,18
10/05/2025 09:00,,,,138,67,71,194,80,114,,,,0,0,0,17,17,0,4,4,0,102,36,66,31,46,46,0,,,,30,0,30
10/05/2025 10:00,,,,150,69,81,187,79,108,,,,0,0,0,15,15,0,9,9,0,103,38,65,37,67,67,0,,,,37,0,37
10/05/2025 11:00,,,,190,86,104,265,105,160,,,,0,0,0,24,24,0,13,13,0,131,34,97,52,56,56,0,,,,47,0,47
10/05/2025 12:00,,,,162,81,81,260,116,144,,,,0,0,0,19,19,0,15,15,0,145,52,93,63,69,69,0,,,,56,0,56
10/05/2025 13:00,,,,175,78,97,274,116,158,,,,0,0,0,36,36,0,10,10,0,181,70,111,68,96,96,0,,,,63,0,63
10/05/2025 14:00,,,,134,61,73,258,121,137,,,,0,0,0,37,37,0,12,12,0,122,57,65,83,88,88,0,,,,54,0,54
10/05/2025 15:00,,,,129,67,62,211,109,102,,,,0,0,0,22,22,0,5,5,0,126,55,71,73,80,80,0,,,,65,1,64
10/05/2025 16:00,,,,148,69,79,212,113,99,,,,0,0,0,21,21,0,3,3,0,134,67,67,80,84,84,0,,,,63,1,62
10/05/2025 17:00,,,,92,62,30,156,93,63,,,,0,0,0,32,32,0,5,5,0,134,75,59,82,94,94,0,,,,61,0,61
10/05/2025 18:00,,,,94,56,38,162,100,62,,,,0,0,0,26,26,0,12,12,0,132,71,61,89,97,97,0,,,,50,2,48
10/05/2025 19:00,,,,64,36,28,120,59,61,,,,0,0,0,17,17,0,5,5,0,133,66,67,73,74,74,0,,,,59,0,59
10/05/2025 20:00,,,,40,25,15,80,53,27,,,,0,0,0,16,16,0,3,3,0,95,54,41,93,85,85,0,,,,54,0,54
10/05/2025 21:00,,,,16,14,2,45,24,21,,,,0,0,0,16,16,0,1,1,0,91,50,41,51,48,48,0,,,,52,0,52
10/05/2025 22:00,,,,15,6,9,30,13,17,,,,0,0,0,10,10,0,3,3,0,70,46,24,46,38,38,0,,,,25,0,25
10/05/2025 23:00,,,,8,4,4,12,2,10,,,,0,0,0,6,6,0,1,1,0,58,40,18,53,23,23,0,,,,24,0,24
11/05/2025 00:00,,,,6,2,4,12,4,8,,,,0,0,0,2,2,0,2,2,0,33,22,11,31,13,13,0,,,,25,0,25
11/05/2025 01:00,,,,4,2,2,2,1,1,,,,0,0,0,2,2,0,0,0,0,21,15,6,15,9,9,0,,,,2,0,2
11/05/2025 02:00,,,,0,0,0,0,0,0,,,,0,0,0,2,2,0,0,0,0,22,14,8,16,6,6,0,,,,12,0,12
11/05/2025 03:00,,,,2,1,1,2,0,2,,,,0,0,0,1,1,0,0,0,0,9,8,1,14,2,2,0,,,,10,0,10
11/05/2025 04:00,,,,2,1,1,4,1,3,,,,0,0,0,3,3,0,1,1,0,4,2,2,10,6,6,0,,,,5,0,5
11/05/2025 05:00,,,,5,2,3,8,3,5,,,,0,0,0,0,0,0,0,0,0,10,3,7,4,5,5,0,,,,3,0,3
11/05/2025 06:00,,,,21,11,10,23,11,12,,,,0,0,0,2,2,0,2,2,0,23,7,16,6,14,14,0,,,,6,0,6
11/05/2025 07:00,,,,49,17,32,57,21,36,,,,0,0,0,4,4,0,3,3,0,41,18,23,17,27,27,0,,,,13,0,13
11/05/2025 08:00,,,,115,52,63,131,58,73,,,,0,0,0,5,5,0,4,4,0,44,19,25,19,39,39,0,,,,14,1,13
11/05/2025 09:00,,,,156,69,87,191,64,127,,,,0,0,0,23,23,0,14,14,0,62,26,36,31,33,33,0,,,,21,0,21
11/05/2025 10:00,,,,180,99,81,239,111,128,,,,0,0,0,21,21,0,8,8,0,90,33,57,29,60,60,0,,,,20,0,20
11/05/2025 11:00,,,,206,96,110,312,147,165,,,,0,0,0,28,28,0,23,23,0,111,45,66,64,79,79,0,,,,38,0,38
11/05/2025 12:00,,,,184,87,97,342,179,163,,,,0,0,0,33,33,0,16,16,0,109,31,78,53,61,61,0,,,,55,0,55
11/05/2025 13:00,,,,176,101,75,300,163,137,,,,0,0,0,37,37,0,16,16,0,121,60,61,68,101,101,0,,,,47,0,47
11/05/2025 14:00,,,,126,66,60,228,120,108,,,,0,0,0,37,37,0,18,18,0,126,55,71,93,100,100,0,,,,49,0,49
11/05/2025 15:00,,,,84,43,41,164,92,72,,,,0,0,0,25,25,0,11,11,0,92,43,49,66,90,90,0,,,,48,3,45
11/05/2025 16:00,,,,70,39,31,125,76,49,,,,0,0,0,22,22,0,3,3,0,97,51,46,84,71,71,0,,,,45,0,45
11/05/2025 17:00,,,,58,42,16,79,47,32,,,,0,0,0,13,13,0,5,5,0,112,62,50,80,78,78,0,,,,61,2,59
11/05/2025 18:00,,,,55,33,22,105,59,46,,,,0,0,0,26,26,0,8,8,0,106,57,49,63,57,57,0,,,,64,0,64
11/05/2025 19:00,,,,38,22,16,49,24,25,,,,0,0,0,13,13,0,10,10,0,75,41,34,76,70,70,0,,,,67,0,67
11/05/2025 20:00,,,,18,11,7,45,23,22,,,,0,0,0,12,12,0,3,3,0,73,45,28,37,40,40,0,,,,66,0,66
11/05/2025 21:00,,,,7,3,4,27,9,18,,,,0,0,0,14,14,0,4,4,0,49,29,20,41,36,36,0,,,,57,1,56
11/05/2025 22:00,,,,9,4,5,18,6,12,,,,0,0,0,7,7,0,0,0,0,50,39,11,37,25,25,0,,,,36,0,36
11/05/2025 23:00,,,,5,4,1,8,4,4,,,,0,0,0,5,5,0,5,5,0,22,17,5,25,16,16,0,,,,14,0,14
12/05/2025 00:00,,,,0,0,0,4,2,2,,,,0,0,0,1,1,0,0,0,0,5,2,3,11,2,2,0,,,,11,0,11
12/05/2025 01:00,,,,2,1,1,0,0,0,,,,0,0,0,0,0,0,0,0,0,5,4,1,6,4,4,0,,,,2,0,2
12/05/2025 02:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,2,2,0,5,0,0,0,,,,3,0,3
12/05/2025 03:00,,,,1,1,0,2,0,2,,,,0,0,0,0,0,0,1,1,0,0,0,0,3,1,1,0,,,,1,0,1
12/05/2025 04:00,,,,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,7,1,6,2,4,4,0,,,,2,0,2
12/05/2025 05:00,,,,2,0,2,8,5,3,,,,0,0,0,3,3,0,2,2,0,34,9,25,4,31,31,0,,,,4,0,4
12/05/2025 06:00,,,,37,26,11,42,31,11,,,,0,0,0,12,12,0,4,4,0,116,19,97,29,106,106,0,,,,12,0,12
12/05/2025 07:00,,,,67,59,8,99,79,20,,,,0,0,0,17,17,0,21,21,0,282,60,222,44,263,263,0,,,,34,0,34
12/05/2025 08:00,,,,109,91,18,156,131,25,,,,0,0,0,56,56,0,37,37,0,609,76,533,51,434,434,0,,,,52,0,52
12/05/2025 09:00,,,,30,22,8,43,34,9,,,,0,0,0,15,15,0,6,6,0,218,38,180,37,192,192,0,,,,37,0,37
12/05/2025 10:00,,,,23,13,10,31,16,15,,,,0,0,0,11,11,0,2,2,0,80,23,57,14,67,67,0,,,,17,0,17
12/05/2025 11:00,,,,29,13,16,37,15,22,,,,0,0,0,8,8,0,5,5,0,68,23,45,34,51,51,0,,,,29,0,29
12/05/2025 12:00,,,,33,18,15,44,19,25,,,,0,0,0,17,17,0,5,5,0,74,33,41,57,79,79,0,,,,56,1,55
12/05/2025 13:00,,,,43,22,21,79,41,38,,,,0,0,0,18,18,0,5,5,0,119,55,64,55,71,71,0,,,,53,0,53
12/05/2025 14:00,,,,39,16,23,64,30,34,,,,0,0,0,16,16,0,6,6,0,120,70,50,72,52,52,0,,,,63,0,63
12/05/2025 15:00,,,,47,18,29,69,32,37,,,,0,0,0,56,56,0,3,3,0,153,104,49,113,51,51,0,,,,67,0,67
12/05/2025 16:00,,,,75,29,46,115,34,81,,,,0,0,0,50,50,0,9,9,0,277,185,92,184,76,76,0,,,,113,0,113
12/05/2025 17:00,,,,145,42,103,210,65,145,,,,0,0,0,44,44,0,12,12,0,437,309,128,358,93,93,0,,,,225,0,225
12/05/2025 18:00,,,,174,67,107,224,87,137,,,,0,0,0,46,46,0,10,10,0,318,220,98,235,83,83,0,,,,164,0,164
12/05/2025 19:00,,,,117,43,74,172,66,106,,,,0,0,0,21,21,0,8,8,0,168,111,57,159,66,66,0,,,,95,0,95
12/05/2025 20:00,,,,51,28,23,72,38,34,,,,0,0,0,21,21,0,8,8,0,109,66,43,74,42,42,0,,,,72,0,72
12/05/2025 21:00,,,,15,5,10,21,4,17,,,,0,0,0,14,14,0,4,4,0,79,49,30,69,35,35,0,,,,61,1,60
12/05/2025 22:00,,,,12,7,5,16,7,9,,,,0,0,0,7,7,0,1,1,0,73,48,25,35,26,26,0,,,,57,0,57
12/05/2025 23:00,,,,1,1,0,5,1,4,,,,0,0,0,7,7,0,0,0,0,20,12,8,17,9,9,0,,,,33,0,33
13/05/2025 00:00,,,,3,1,2,2,0,2,,,,0,0,0,3,3,0,1,1,0,18,14,4,11,5,5,0,,,,11,0,11
13/05/2025 01:00,,,,4,4,0,2,1,1,,,,0,0,0,0,0,0,1,1,0,6,5,1,8,5,5,0,,,,2,0,2
13/05/2025 02:00,,,,1,1,0,1,1,0,,,,0,0,0,0,0,0,0,0,0,5,2,3,5,1,1,0,,,,5,0,5
13/05/2025 03:00,,,,1,1,0,3,2,1,,,,0,0,0,1,1,0,0,0,0,5,3,2,5,0,0,0,,,,2,0,2
13/05/2025 04:00,,,,4,3,1,5,3,2,,,,0,0,0,0,0,0,0,0,0,7,2,5,1,9,9,0,,,,4,0,4
13/05/2025 05:00,,,,13,7,6,15,9,6,,,,0,0,0,4,4,0,1,1,0,28,3,25,10,33,33,0,,,,4,0,4
13/05/2025 06:00,,,,51,34,17,68,48,20,,,,0,0,0,21,21,0,4,4,0,140,26,114,34,150,150,0,,,,13,0,13
13/05/2025 07:00,,,,115,88,27,153,119,34,,,,0,0,0,21,21,0,14,14,0,374,66,308,54,318,318,0,,,,24,0,24
13/05/2025 08:00,,,,136,109,27,210,172,38,,,,0,0,0,67,67,0,46,46,0,790,119,671,58,597,597,0,,,,68,3,65
13/05/2025 09:00,,,,66,42,24,104,68,36,,,,0,0,0,14,14,0,11,11,0,293,39,254,36,295,295,0,,,,39,0,39
13/05/2025 10:00,,,,65,30,35,84,40,44,,,,0,0,0,12,12,0,4,4,0,99,25,74,30,82,82,0,,,,25,0,25
13/05/2025 11:00,,,,94,45,49,116,51,65,,,,0,0,0,12,12,0,6,6,0,108,32,76,29,68,68,0,,,,36,0,36
13/05/2025 12:00,,,,100,55,45,152,75,77,,,,0,0,0,20,20,0,10,10,0,128,66,62,56,72,72,0,,,,49,0,49
13/05/2025 13:00,,,,76,37,39,126,59,67,,,,0,0,0,17,17,0,12,12,0,150,70,80,100,81,81,0,,,,69,0,69
13/05/2025 14:00,,,,71,36,35,101,52,49,,,,0,0,0,46,46,0,12,12,0,126,63,63,88,59,59,0,,,,73,0,73
13/05/2025 15:00,,,,69,37,32,104,47,57,,,,0,0,0,36,36,0,13,13,0,174,105,69,123,62,62,0,,,,66,0,66
13/05/2025 16:00,,,,101,46,55,165,72,93,,,,0,0,0,36,36,0,26,26,0,293,206,87,284,85,85,0,,,,139,0,139
13/05/2025 17:00,,,,158,44,114,261,80,181,,,,0,0,0,71,71,0,21,21,0,554,397,157,507,115,115,0,,,,261,0,261
13/05/2025 18:00,,,,201,68,133,305,108,197,,,,0,0,0,47,47,0,11,11,0,413,295,118,330,90,90,0,,,,180,1,179
13/05/2025 19:00,,,,171,74,97,230,92,138,,,,0,0,0,40,40,0,11,11,0,207,130,77,115,80,80,0,,,,130,0,130
13/05/2025 20:00,,,,100,51,49,135,60,75,,,,0,0,0,16,16,0,6,6,0,176,107,69,105,66,66,0,,,,106,0,106
13/05/2025 21:00,,,,46,27,19,87,49,38,,,,0,0,0,24,24,0,5,5,0,120,75,45,88,54,54,0,,,,49,0,49
13/05/2025 22:00,,,,15,8,7,28,14,14,,,,0,0,0,13,13,0,2,2,0,78,54,24,32,28,28,0,,,,55,0,55
13/05/2025 23:00,,,,2,0,2,14,5,9,,,,0,0,0,2,2,0,0,0,0,42,29,13,52,12,12,0,,,,51,0,51
14/05/2025 00:00,,,,1,0,1,5,1,4,,,,0,0,0,2,2,0,1,1,0,20,17,3,23,10,10,0,,,,18,0,18
14/05/2025 01:00,,,,2,2,0,2,1,1,,,,0,0,0,2,2,0,0,0,0,8,8,0,3,6,6,0,,,,2,0,2
14/05/2025 02:00,,,,0,0,0,1,0,1,,,,0,0,0,0,0,0,0,0,0,4,3,1,4,0,0,0,,,,5,0,5
14/05/2025 03:00,,,,2,1,1,3,0,3,,,,0,0,0,0,0,0,1,1,0,5,2,3,6,3,3,0,,,,5,0,5
14/05/2025 04:00,,,,1,1,0,2,1,1,,,,0,0,0,0,0,0,1,1,0,8,1,7,3,4,4,0,,,,4,0,4
14/05/2025 05:00,,,,7,5,2,13,9,4,,,,0,0,0,4,4,0,0,0,0,38,8,30,6,28,28,0,,,,4,0,4
14/05/2025 06:00,,,,45,31,14,63,46,17,,,,0,0,0,16,16,0,4,4,0,154,32,122,24,135,135,0,,,,11,0,11
14/05/2025 07:00,,,,116,92,24,160,118,42,,,,0,0,0,18,18,0,13,13,0,379,70,309,48,328,328,0,,,,36,1,35
14/05/2025 08:00,,,,114,79,35,180,142,38,,,,0,0,0,57,57,0,44,44,0,856,105,751,68,601,601,0,,,,73,0,73
14/05/2025 09:00,,,,73,43,30,110,69,41,,,,0,0,0,18,18,0,4,4,0,308,57,251,32,265,265,0,,,,30,2,28
14/05/2025 10:00,,,,50,21,29,78,33,45,,,,0,0,0,7,7,0,4,4,0,126,32,94,24,85,85,0,,,,31,0,31
14/05/2025 11:00,,,,91,39,52,107,53,54,,,,0,0,0,11,11,0,5,5,0,93,31,62,50,60,60,0,,,,30,0,30
14/05/2025 12:00,,,,74,36,38,120,50,70,,,,0,0,0,27,27,0,11,11,0,117,50,67,77,79,79,0,,,,60,0,60
14/05/2025 13:00,,,,82,40,42,145,76,69,,,,0,0,0,32,32,0,11,11,0,137,66,71,92,79,79,0,,,,64,0,64
14/05/2025 14:00,,,,47,23,24,81,46,35,,,,0,0,0,32,32,0,16,16,0,131,68,63,89,62,62,0,,,,60,0,60
14/05/2025 15:00,,,,60,31,29,109,49,60,,,,0,0,0,50,50,0,18,18,0,161,97,64,125,67,67,0,,,,56,0,56
14/05/2025 16:00,,,,89,35,54,137,54,83,,,,0,0,0,38,38,0,17,17,0,312,216,96,257,90,90,0,,,,111,0,111
14/05/2025 17:00,,,,149,44,105,249,69,180,,,,0,0,0,62,62,0,17,17,0,528,399,129,427,107,107,0,,,,218,1,217
14/05/2025 18:00,,,,161,52,109,237,67,170,,,,0,0,0,46,46,0,16,16,0,418,292,126,350,106,106,0,,,,131,0,131
14/05/2025 19:00,,,,136,52,84,181,74,107,,,,0,0,0,35,35,0,4,4,0,202,116,86,156,57,57,0,,,,112,0,112
14/05/2025 20:00,,,,97,58,39,129,71,58,,,,0,0,0,29,29,0,3,3,0,170,109,61,99,63,63,0,,,,82,1,81
14/05/2025 21:00,,,,42,21,21,72,30,42,,,,0,0,0,26,26,0,0,0,0,121,86,35,100,54,54,0,,,,56,0,56
14/05/2025 22:00,,,,17,5,12,33,13,20,,,,0,0,0,12,12,0,0,0,0,81,54,27,58,31,31,0,,,,34,0,34
14/05/2025 23:00,,,,16,6,10,27,14,13,,,,0,0,0,5,5,0,0,0,0,46,34,12,37,12,12,0,,,,47,1,46
15/05/2025 00:00,,,,2,2,0,5,3,2,,,,0,0,0,3,3,0,0,0,0,23,18,5,16,9,9,0,,,,16,0,16
15/05/2025 01:00,,,,2,2,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,6,5,1,8,4,4,0,,,,3,0,3
15/05/2025 02:00,,,,0,0,0,4,2,2,,,,0,0,0,0,0,0,0,0,0,1,1,0,5,1,1,0,,,,1,0,1
15/05/2025 03:00,,,,2,1,1,2,0,2,,,,0,0,0,0,0,0,0,0,0,6,5,1,4,1,1,0,,,,7,0,7
15/05/2025 04:00,,,,2,2,0,3,2,1,,,,0,0,0,1,1,0,1,1,0,6,2,4,4,6,6,0,,,,3,0,3
15/05/2025 05:00,,,,14,8,6,14,4,10,,,,0,0,0,3,3,0,0,0,0,31,4,27,6,24,24,0,,,,1,0,1
15/05/2025 06:00,,,,46,34,12,50,38,12,,,,0,0,0,16,16,0,0,0,0,130,20,110,19,138,138,0,,,,9,1,8
15/05/2025 07:00,,,,105,80,25,147,111,36,,,,0,0,0,15,15,0,1,1,0,360,77,283,47,291,291,0,,,,39,2,37
15/05/2025 08:00,,,,141,108,33,227,179,48,,,,0,0,0,61,61,0,21,21,0,757,93,664,46,478,478,0,,,,57,0,57
15/05/2025 09:00,,,,71,40,31,90,57,33,,,,0,0,0,23,23,0,2,2,0,302,44,258,29,285,285,0,,,,39,1,38
15/05/2025 10:00,,,,65,26,39,119,54,65,,,,0,0,0,19,19,0,0,0,0,107,34,73,40,74,74,0,,,,29,0,29
15/05/2025 11:00,,,,103,46,57,83,37,46,,,,0,0,0,10,10,0,0,0,0,102,35,67,32,40,40,0,,,,45,0,45
15/05/2025 12:00,,,,77,38,39,149,78,71,,,,0,0,0,28,28,0,2,2,0,140,60,80,66,62,62,0,,,,46,1,45
15/05/2025 13:00,,,,71,40,31,118,56,62,,,,0,0,0,41,41,0,1,1,0,144,70,74,83,75,75,0,,,,60,0,60
15/05/2025 14:00,,,,64,27,37,133,69,64,,,,0,0,0,18,18,0,1,1,0,143,76,67,100,54,54,0,,,,74,0,74
15/05/2025 15:00,,,,67,28,39,127,50,77,,,,0,0,0,54,54,0,0,0,0,175,105,70,124,53,53,0,,,,63,0,63
15/05/2025 16:00,,,,85,32,53,135,52,83,,,,0,0,0,40,40,0,0,0,0,321,220,101,236,88,88,0,,,,143,0,143
15/05/2025 17:00,,,,154,57,97,232,74,158,,,,0,0,0,48,48,0,0,0,0,508,385,123,445,120,120,0,,,,241,0,241
15/05/2025 18:00,,,,168,42,126,268,68,200,,,,0,0,0,39,39,0,1,1,0,375,236,139,290,112,112,0,,,,162,0,162
15/05/2025 19:00,,,,99,42,57,203,86,117,,,,0,0,0,36,36,0,2,2,0,209,133,76,170,79,79,0,,,,121,1,120
15/05/2025 20:00,,,,82,54,28,172,57,115,,,,0,0,0,39,39,0,0,0,0,160,91,69,111,73,73,0,,,,112,1,111
15/05/2025 21:00,,,,47,26,21,69,35,34,,,,0,0,0,19,19,0,0,0,0,151,95,56,98,57,57,0,,,,74,0,74
15/05/2025 22:00,,,,14,7,7,33,16,17,,,,0,0,0,10,10,0,0,0,0,85,65,20,80,38,38,0,,,,67,0,67
15/05/2025 23:00,,,,1,1,0,11,5,6,,,,0,0,0,7,7,0,0,0,0,56,40,16,42,30,30,0,,,,47,0,47
16/05/2025 00:00,,,,3,0,3,7,1,6,,,,0,0,0,2,2,0,1,1,0,30,25,5,27,13,13,0,,,,23,0,23
16/05/2025 01:00,,,,3,2,1,0,0,0,,,,0,0,0,1,1,0,0,0,0,14,11,3,10,4,4,0,,,,1,0,1
16/05/2025 02:00,,,,1,0,1,2,1,1,,,,0,0,0,0,0,0,0,0,0,6,5,1,14,4,4,0,,,,7,0,7
